contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_-NONE-_FA864924P0898_0_-NONE-_0,,74400.0,2024-05-14,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"ACME ATRONOMATIC, LLC",FLORIDA,FLORIDA,PURCHASE ORDER,SBIR PHASE I PROPOSAL FX245-PCSO2-0500 - MACHINE-LEARNING / ARTIFICIAL-INTELLIGENCE COMPRESSION FOR HYPERSONICS,SBIR PHASE I PROPOSAL FX245-PCSO2-0500 - MACHINE-LEARNING / ARTIFICIAL-INTELLIGENCE COMPRESSION FOR HYPERSONICS,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,190.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0851_0_-NONE-_0,,109834.0,2024-06-17,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,J3D LABS INC,CALIFORNIA,CALIFORNIA,PURCHASE ORDER,POWERING PERSISTENT LOGISTICS: ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING -ENABLED SCHEDULING OPTIMIZATION IN SUPPORT OF AGILE COMBAT EMPLOYMENT,POWERING PERSISTENT LOGISTICS: ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING -ENABLED SCHEDULING OPTIMIZATION IN SUPPORT OF AGILE COMBAT EMPLOYMENT,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,494.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0839_0_-NONE-_0,,109550.0,2024-05-14,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,ALPHA OMEGA INTEGRATION LLC,VIRGINIA,VIRGINIA,PURCHASE ORDER,SOFTWARE CYBERSECURITY COMPLIANCE AUTOMATION WITH ARTIFICIAL INTELLIGENCE,SOFTWARE CYBERSECURITY COMPLIANCE AUTOMATION WITH ARTIFICIAL INTELLIGENCE,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,494.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0831_0_-NONE-_0,,109901.0,2024-05-17,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,BAM TECHNOLOGIES LLC,VIRGINIA,VIRGINIA,PURCHASE ORDER,LOW-CODE/NO CODE ARTIFICIAL INTELLIGENCE ENHANCED MEDICAL SERVICE PLATFORM,LOW-CODE/NO CODE ARTIFICIAL INTELLIGENCE ENHANCED MEDICAL SERVICE PLATFORM,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,494.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
9700_-NONE-_FA864924P0797_0_-NONE-_0,,74913.0,2024-05-15,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,AINTHOVEN INC,FLORIDA,FLORIDA,PURCHASE ORDER,SAVING AIRMEN LIVES BY PREVENTING SUDDEN CARDIAC ARREST WITH ARTIFICIAL INTELLIGENCE,SAVING AIRMEN LIVES BY PREVENTING SUDDEN CARDIAC ARREST WITH ARTIFICIAL INTELLIGENCE,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0784_0_-NONE-_0,,74713.0,2024-05-17,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"HAIKU, INC",NEVADA,NEVADA,PURCHASE ORDER,USING ARTIFICIAL INTELLIGENCE TO VISUALIZE CYBER THREATS IN GAME-BASED TRAINING PLATFORM,USING ARTIFICIAL INTELLIGENCE TO VISUALIZE CYBER THREATS IN GAME-BASED TRAINING PLATFORM,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0724_0_-NONE-_0,,74937.0,2024-05-14,2024-08-12 00:00:00,Department of Defense,Department of the Air Force,,AZIMUTH CORPORATION,OHIO,OHIO,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI)-ENABLED DIGITAL ACQUISITION MANAGEMENT (ADAM) PLATFORM,ARTIFICIAL INTELLIGENCE (AI)-ENABLED DIGITAL ACQUISITION MANAGEMENT (ADAM) PLATFORM,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0721_0_-NONE-_0,,73385.0,2024-05-14,2024-08-12 00:00:00,Department of Defense,Department of the Air Force,,"GRAY MATTERS, INC.",MARYLAND,MARYLAND,PURCHASE ORDER,"THE FUTURE OF LOGISTICS: INTEGRATING BLOCKCHAIN AND ARTIFICIAL INTELLIGENCE (AI) FOR SMART, SECURE SUPPLY CHAIN MANAGEMENT","THE FUTURE OF LOGISTICS: INTEGRATING BLOCKCHAIN AND ARTIFICIAL INTELLIGENCE (AI) FOR SMART, SECURE SUPPLY CHAIN MANAGEMENT",NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0650_0_-NONE-_0,,74960.0,2024-05-17,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"DYNEPIC, INC.",NEVADA,NEVADA,PURCHASE ORDER,MODERNIZING COMPUTER BASED TRAINING (CBT): ADAPTATION OF DYNEPIC MOTAR PLATFORM TO SUPPORT AN ARTIFICIAL INTELLIGENCE-ENABLED IMMERSIVE LEARNING MANAGEMENT SYSTEM (LMS),MODERNIZING COMPUTER BASED TRAINING (CBT): ADAPTATION OF DYNEPIC MOTAR PLATFORM TO SUPPORT AN ARTIFICIAL INTELLIGENCE-ENABLED IMMERSIVE LEARNING MANAGEMENT SYSTEM (LMS),NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_W911QX23F0012_P00003_W911QX23D0002_0,DEPT OF DEFENSE,3290742.0,2023-01-01,2024-12-13 00:00:00,Department of Defense,Department of the Army,,"KRI AT NORTHEASTERN UNIVERSITY, LLC",MASSACHUSETTS,MASSACHUSETTS,DELIVERY ORDER,"TASK ORDER MOD, UPDATE DD1423, LOCAL INSTRUCTIONS/ OPSEC LANGUAGE, AND INCORPORATE CLAUSE 252.235-7004, PROTECTION OF HUMAN SUBJECTS. BASE IDIQ IS BAA WITH NORTHEASTERN UNIVERSITY FOR ARTIFICIAL INTELLIGENCE AND ASSISTIVE AUTOMATION (AI/AA) SYSTEMS.",TASK ORDER UNDER BAA BASE IDIQ CONTRACT NUMBER W911QX23D0002 FOR R&D SERVICES TO DEVELOP A METHODOLOGY FOR ANALYSIS & ASSESSMENT OF COMPLEX SYSTEMS AND TECHNOLOGIES ACROSS MULTIPLE DOMAINS.,NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_-NONE-_W5170124C0165_0_-NONE-_0,,249992.05,2024-05-13,2024-11-13 00:00:00,Department of Defense,Department of the Army,,CREARE LLC,NEW HAMPSHIRE,NEW HAMPSHIRE,DEFINITIVE CONTRACT,"SMALL BUSINESS INNOVATION RESEARCH PHASE I, TOPIC A244-004: PHYSICS INFORMED MACHINE LEARNING FOR COMBAT VEHICLE PERFORMANCE PREDICTIONS.","SMALL BUSINESS INNOVATION RESEARCH PHASE I, TOPIC A244-004: PHYSICS INFORMED MACHINE LEARNING FOR COMBAT VEHICLE PERFORMANCE PREDICTIONS.",NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,3.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0860_0_-NONE-_0,,109124.0,2024-05-10,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,LOGZILLA CORP,TEXAS,TEXAS,PURCHASE ORDER,SOPHISTICATED ARTIFICIAL INTELLIGENCE (AI) THREAT MONITORING: SAFEGUARDING NETWORK SECURITY,SOPHISTICATED ARTIFICIAL INTELLIGENCE (AI) THREAT MONITORING: SAFEGUARDING NETWORK SECURITY,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,494.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0814_0_-NONE-_0,,109921.0,2024-05-13,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"STAT HEALTH INFORMATICS, INC.",MASSACHUSETTS,MASSACHUSETTS,PURCHASE ORDER,ULTRA-MINIATURE EARPIECE WEARABLE FOR ARTIFICIAL INTELLIGENCE (AI)-ENABLED TRAUMATIC BRAIN INJURY MONITORING,ULTRA-MINIATURE EARPIECE WEARABLE FOR ARTIFICIAL INTELLIGENCE (AI)-ENABLED TRAUMATIC BRAIN INJURY MONITORING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,494.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0803_0_-NONE-_0,,74034.0,2024-05-13,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"WETHINK, INC.",UTAH,UTAH,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI) ANALYSIS OF FOUNDATIONAL COMPETENCIES: OPERATIONAL EXERCISE INTEGRATION,ARTIFICIAL INTELLIGENCE (AI) ANALYSIS OF FOUNDATIONAL COMPETENCIES: OPERATIONAL EXERCISE INTEGRATION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,110.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,t,f,f,t,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0796_0_-NONE-_0,,74200.0,2024-05-15,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"JETHEAD DEVELOPMENT, INC.",CALIFORNIA,CALIFORNIA,PURCHASE ORDER,"REFACTOR RAPTOR: MEMORY SAFETY, CYBERSECURITY, OPERATIONAL ENHANCEMENT, AND SOFTWARE COMPREHENSION FROM GENERATIVE ARTIFICIAL INTELLIGENCE","REFACTOR RAPTOR: MEMORY SAFETY, CYBERSECURITY, OPERATIONAL ENHANCEMENT, AND SOFTWARE COMPREHENSION FROM GENERATIVE ARTIFICIAL INTELLIGENCE",NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0787_0_-NONE-_0,,74502.0,2024-06-17,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"DOMA TECHNOLOGIES, LLC",VIRGINIA,VIRGINIA,PURCHASE ORDER,DX ENGAGE ARTIFICIAL INTELLIGENCE POWERED INTELLIGENT DIGITIZATION,DX ENGAGE ARTIFICIAL INTELLIGENCE POWERED INTELLIGENT DIGITIZATION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,t,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0782_0_-NONE-_0,,74915.0,2024-05-09,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,"SPECTRONN, INC.",NEW JERSEY,NEW JERSEY,PURCHASE ORDER,TRUSTED ARTIFICIAL INTELLIGENCE FOR MULTIMODAL MOVING TARGET INDICATION,TRUSTED ARTIFICIAL INTELLIGENCE FOR MULTIMODAL MOVING TARGET INDICATION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0776_0_-NONE-_0,,75000.0,2024-05-10,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,PLANEENGLISH LLC,INDIANA,INDIANA,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI)-DRIVEN TRAINING EVENT SCHEDULE OPTIMIZATION,ARTIFICIAL INTELLIGENCE (AI)-DRIVEN TRAINING EVENT SCHEDULE OPTIMIZATION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0763_0_-NONE-_0,,74964.0,2024-05-09,2024-08-19 00:00:00,Department of Defense,Department of the Air Force,,AI2 INCORPORATED,VIRGINIA,VIRGINIA,PURCHASE ORDER,SBIR PHASE I PROPOSAL FX245-PCSO1-1242 - INTERPRETABLE EXPLAINABLE ARTIFICIAL INTELLIGENCE FOR HUMAN-MACHINE TEAMING (HMT) APPLICATIONS OF DEEP LEARNING,SBIR PHASE I PROPOSAL FX245-PCSO1-1242 - INTERPRETABLE EXPLAINABLE ARTIFICIAL INTELLIGENCE FOR HUMAN-MACHINE TEAMING (HMT) APPLICATIONS OF DEEP LEARNING,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,t,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0729_0_-NONE-_0,,74886.0,2024-05-13,2024-08-12 00:00:00,Department of Defense,Department of the Air Force,,"APIRA TECHNOLOGIES, INC.",WASHINGTON,WASHINGTON,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI)-ENABLED AVATAR PLATFORM,ARTIFICIAL INTELLIGENCE (AI)-ENABLED AVATAR PLATFORM,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_-NONE-_FA864924P0723_0_-NONE-_0,,74956.0,2024-05-14,2024-08-12 00:00:00,Department of Defense,Department of the Air Force,,"ADDIGURU, LLC",LOUISIANA,LOUISIANA,PURCHASE ORDER,NOVEL NON-DESTRUCTIVE EVAL TECHNIQUES IN METAL ADDITIVE MANUFACTURING LEVERAGING ARTIFICIAL INTELLIGENCE AND HIGH-RESOLUTION OPTICAL IMAGING FOR FINE FEATURE DETECTION AND DIMENSIONAL QUALIFICATION,NOVEL NON-DESTRUCTIVE EVAL TECHNIQUES IN METAL ADDITIVE MANUFACTURING LEVERAGING ARTIFICIAL INTELLIGENCE AND HIGH-RESOLUTION OPTICAL IMAGING FOR FINE FEATURE DETECTION AND DIMENSIONAL QUALIFICATION,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,999.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,t,f,f,f,OTHER
